PostalCode,City,State,Region,Country,CustomerID,CustomerName,Segment,ProductID,ProductName,Manufacturer,SubCategory,Category,OrderID,OrderDate,ShipDate,ShipMode,OrderItemID,Discount,Quantity,Profit,Sales
43229,Columbus,Ohio,East,United States,C00514,Brendan Sweed,Corporate,L00409,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Cardinal,Binders,Office Supplies,CA-2011-107398,2011/8/25,2011/8/30,Standard Class,CA-2011-107398-L00409,0.7,8,-17,21
99301,Pasco,Washington,West,United States,C00333,Marc Crier,Consumer,L00887,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Hunt,Art,Office Supplies,CA-2011-107818,2011/9/8,2011/9/14,Standard Class,CA-2011-107818-L00887,0,8,91,304
10011,New York City,New York,East,United States,C00187,Bradley Nguyen,Consumer,L00497,"DAX Value U-Channel Document Frames, Easel Back",DAX,Furnishings,Furniture,CA-2013-169943,2013/5/20,2013/5/25,Standard Class,CA-2013-169943-L00497,0,8,12,40
10011,New York City,New York,East,United States,C00296,Denny Blanton,Consumer,L01111,"Neat Ideas Personal Hanging Folder Files, Black",Other,Storage,Office Supplies,CA-2014-140949,2014/3/18,2014/3/23,Second Class,CA-2014-140949-L01111,0,8,28,107
90004,Los Angeles,California,West,United States,C00300,Darren Budd,Corporate,L00657,Fellowes Stor/Drawer Steel Plus Storage Drawers,Fellowes,Storage,Office Supplies,CA-2014-132178,2014/5/4,2014/5/9,Second Class,CA-2014-132178-L00657,0,8,46,763
77840,College Station,Texas,Central,United States,C00198,Michael Moore,Consumer,L01488,Spiral Phone Message Books with Labels by Adams,Adams,Paper,Office Supplies,CA-2014-121216,2014/12/24,2014/12/26,Second Class,CA-2014-121216-L01488,0.2,8,10,29
23434,Suffolk,Virginia,South,United States,C00329,Max Ludwig,Home Office,L00107,Advantus Panel Wall Certificate Holder - 8.5x11,Advantus,Furnishings,Furniture,CA-2013-110254,2013/8/5,2013/8/9,Standard Class,CA-2013-110254-L00107,0,9,46,110
77070,Houston,Texas,Central,United States,C00180,Gary Hansen,Home Office,L00104,Advantus Map Pennant Flags and Round Head Tacks,Advantus,Fasteners,Office Supplies,CA-2013-144540,2013/9/6,2013/9/11,Standard Class,CA-2013-144540-L00104,0.2,9,4,28
21215,Baltimore,Maryland,East,United States,C00591,Kean Nguyen,Corporate,L00876,Howard Miller Distant Time Traveler Alarm Clock,Howard Miller,Furnishings,Furniture,CA-2014-155621,2014/11/9,2014/11/14,Standard Class,CA-2014-155621-L00876,0,10,112,274
54601,La Crosse,Wisconsin,Central,United States,C00264,Steve Chapman,Corporate,L00565,Eldon Expressions Mahogany Wood Desk Collection,Eldon,Furnishings,Furniture,US-2013-124163,2013/9/26,2013/10/1,Standard Class,US-2013-124163-L00565,0,11,17,69
74133,Tulsa,Oklahoma,Central,United States,C00576,Alex Grayson,Consumer,L01470,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,Sony,Accessories,Technology,CA-2013-104150,2013/8/4,2013/8/6,Second Class,CA-2013-104150-L01470,0,12,23,167
35601,Decatur,Alabama,South,United States,C00596,Evan Henry,Consumer,L01277,Plantronics Encore H101 Dual Earpieces?eadset,Plantronics,Phones,Technology,CA-2011-143840,2011/5/22,2011/5/29,Standard Class,CA-2011-143840-L01277,0,1,13,45
19140,Philadelphia,Pennsylvania,East,United States,C00371,Shui Tom,Consumer,L00782,Griffin GC36547 PowerJolt SE Lightning Charger,Griffin,Phones,Technology,CA-2011-164182,2011/7/14,2011/7/18,Standard Class,CA-2011-164182-L00782,0.4,1,-2,13
95823,Sacramento,California,West,United States,C00599,Erica Hackney,Consumer,L00756,"Global Leather & Oak Executive Chair, Burgundy",Global,Chairs,Furniture,CA-2011-102295,2011/11/24,2011/11/26,Second Class,CA-2011-102295-L00756,0.2,1,-18,121
19143,Philadelphia,Pennsylvania,East,United States,C00525,Valerie Takahito,Home Office,L00484,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",DAX,Furnishings,Furniture,CA-2012-167010,2012/4/5,2012/4/10,Standard Class,CA-2012-167010-L00484,0.2,1,2,8
11561,Long Beach,New York,East,United States,C00105,Caroline Jumper,Consumer,L01224,OSullivan Living Dimensions 5-Shelf Bookcases,O'Sullivan,Bookcases,Furniture,US-2013-112977,2013/3/11,2013/3/17,Standard Class,US-2013-112977-L01224,0.2,1,-22,177
44105,Cleveland,Ohio,East,United States,C00260,Tony Sayre,Consumer,L00861,Hoover Shoulder Vac Commercial Portable Vacuum,Hoover,Appliances,Office Supplies,CA-2013-113978,2013/9/26,2013/9/30,Standard Class,CA-2013-113978-L00861,0.2,1,18,286
8861,Perth Amboy,New Jersey,East,United States,C00327,Nick Radford,Consumer,L01222,OSullivan Living Dimensions 2-Shelf Bookcases,O'Sullivan,Bookcases,Furniture,CA-2013-152688,2013/10/18,2013/10/21,First Class,CA-2013-152688-L01222,0,1,12,121
97504,Medford,Oregon,West,United States,C00704,Carol Darley,Consumer,L00904,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11, Case",Other,Paper,Office Supplies,CA-2013-100083,2013/11/25,2013/11/30,Standard Class,CA-2013-100083-L00904,0.2,1,8,25
92804,Anaheim,California,West,United States,C00001,William Brown,Consumer,L00904,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11, Case",Other,Paper,Office Supplies,CA-2013-165330,2013/12/12,2013/12/12,Same Day,CA-2013-165330-L00904,0,1,14,31
95123,San Jose,California,West,United States,C00051,Joel Eaton,Consumer,L01222,OSullivan Living Dimensions 2-Shelf Bookcases,O'Sullivan,Bookcases,Furniture,CA-2014-108070,2014/4/17,2014/4/21,Standard Class,CA-2014-108070-L01222,0.2,1,-6,103
28205,Charlotte,North Carolina,South,United States,C00261,Tonja Turnell,Home Office,L01277,Plantronics Encore H101 Dual Earpieces?eadset,Plantronics,Phones,Technology,US-2014-114356,2014/8/21,2014/8/27,Standard Class,US-2014-114356-L01277,0.2,1,4,36
98059,Renton,Washington,West,United States,C00008,Chloris Kastensmidt,Consumer,L00020,"3D Systems Cube Printer, 2nd Generation, White",3D Systems,Machines,Technology,CA-2014-110443,2014/11/22,2014/11/26,Standard Class,CA-2014-110443-L00020,0.2,1,104,1040
94110,San Francisco,California,West,United States,C00066,Guy Armstrong,Consumer,L01222,OSullivan Living Dimensions 2-Shelf Bookcases,O'Sullivan,Bookcases,Furniture,CA-2011-131247,2011/3/30,2011/4/4,Standard Class,CA-2011-131247-L01222,0.2,2,-12,206
48127,Dearborn Heights,Michigan,Central,United States,C00075,Ruben Dartt,Consumer,L01498,Stanley Contemporary Battery Pencil Sharpeners,Stanley,Art,Office Supplies,CA-2011-149104,2011/4/5,2011/4/7,Second Class,CA-2011-149104-L01498,0,2,7,27
10035,New York City,New York,East,United States,C00669,Bobby Trafton,Consumer,L01224,OSullivan Living Dimensions 5-Shelf Bookcases,O'Sullivan,Bookcases,Furniture,CA-2011-151946,2011/6/4,2011/6/9,Standard Class,CA-2011-151946-L01224,0.2,2,-44,354
32725,Deltona,Florida,South,United States,C00242,Laurel Workman,Corporate,L01644,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Other,Phones,Technology,CA-2011-160773,2011/7/1,2011/7/5,Standard Class,CA-2011-160773-L01644,0.2,2,72,576
98103,Seattle,Washington,West,United States,C00273,Matthew Grinstein,Home Office,L00941,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Jawbone,Phones,Technology,CA-2011-166471,2011/8/9,2011/8/13,Standard Class,CA-2011-166471-L00941,0.2,2,-44,219
27834,Greenville,North Carolina,South,United States,C00301,Daniel Lacy,Consumer,L00020,"3D Systems Cube Printer, 2nd Generation, White",3D Systems,Machines,Technology,US-2011-115196,2011/9/9,2011/9/13,Standard Class,US-2011-115196-L00020,0.5,2,-572,1300
77041,Houston,Texas,Central,United States,C00424,Michelle Tran,Home Office,L01224,OSullivan Living Dimensions 5-Shelf Bookcases,O'Sullivan,Bookcases,Furniture,US-2011-112914,2011/9/25,2011/9/30,Standard Class,US-2011-112914-L01224,0.3,2,-97,301
66502,Manhattan,Kansas,Central,United States,C00376,Rick Huthwaite,Home Office,L00941,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Jawbone,Phones,Technology,CA-2011-149643,2011/11/16,2011/11/20,Standard Class,CA-2011-149643-L00941,0,2,11,274
94122,San Francisco,California,West,United States,C00363,Alan Hwang,Consumer,L01644,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Other,Phones,Technology,CA-2011-153983,2011/11/29,2011/12/6,Standard Class,CA-2011-153983-L01644,0.2,2,72,576
10024,New York City,New York,East,United States,C00306,Cathy Prescott,Corporate,L01283,Plantronics Voyager Pro HD - Bluetooth Headset,Plantronics,Phones,Technology,CA-2011-127187,2011/12/4,2011/12/8,Standard Class,CA-2011-127187-L01283,0,2,62,130
48911,Lansing,Michigan,Central,United States,C00169,Nat Carroll,Consumer,L00861,Hoover Shoulder Vac Commercial Portable Vacuum,Hoover,Appliances,Office Supplies,CA-2012-112452,2012/4/4,2012/4/4,Same Day,CA-2012-112452-L00861,0.1,2,107,644
60610,Chicago,Illinois,Central,United States,C00638,Maureen Gnade,Consumer,L00861,Hoover Shoulder Vac Commercial Portable Vacuum,Hoover,Appliances,Office Supplies,CA-2012-164007,2012/6/8,2012/6/12,Standard Class,CA-2012-164007-L00861,0.8,2,-394,143
19134,Philadelphia,Pennsylvania,East,United States,C00207,Giulietta Baptist,Consumer,L00482,"DataProducts Ampli Magnifier Task Lamp, Black,",Other,Furnishings,Furniture,CA-2012-139850,2012/6/12,2012/6/17,Standard Class,CA-2012-139850-L00482,0.2,2,4,43
55113,Roseville,Minnesota,Central,United States,C00144,Philisse Overcash,Home Office,L00861,Hoover Shoulder Vac Commercial Portable Vacuum,Hoover,Appliances,Office Supplies,CA-2012-121783,2012/11/10,2012/11/14,Standard Class,CA-2012-121783-L00861,0,2,179,716
48205,Detroit,Michigan,Central,United States,C00004,John Lee,Consumer,L00789,Harbour Creations 67200 Series Stacking Chairs,Other,Chairs,Furniture,US-2012-138121,2012/12/17,2012/12/17,Same Day,US-2012-138121-L00789,0,2,38,142
19120,Philadelphia,Pennsylvania,East,United States,C00551,Julia Barnett,Home Office,L01644,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Other,Phones,Technology,US-2013-155173,2013/3/7,2013/3/11,Standard Class,US-2013-155173-L01644,0.4,2,-72,432
19711,Newark,Delaware,East,United States,C00578,Vivian Mathis,Consumer,L01283,Plantronics Voyager Pro HD - Bluetooth Headset,Plantronics,Phones,Technology,CA-2013-115476,2013/3/18,2013/3/18,Same Day,CA-2013-115476-L01283,0,2,62,130
10024,New York City,New York,East,United States,C00015,Greg Tran,Consumer,L01308,Premium Transparent Presentation Covers by GBC,Other,Binders,Office Supplies,CA-2013-126795,2013/6/14,2013/6/17,Second Class,CA-2013-126795-L01308,0.2,2,12,34
10011,New York City,New York,East,United States,C00035,Adam Shillingsburg,Consumer,L01224,OSullivan Living Dimensions 5-Shelf Bookcases,O'Sullivan,Bookcases,Furniture,CA-2013-119865,2013/6/22,2013/6/27,Standard Class,CA-2013-119865-L01224,0.2,2,-44,354
94110,San Francisco,California,West,United States,C00466,Tracy Collins,Home Office,L00782,Griffin GC36547 PowerJolt SE Lightning Charger,Griffin,Phones,Technology,CA-2013-157217,2013/7/20,2013/7/22,First Class,CA-2013-157217-L00782,0.2,2,4,36
33614,Tampa,Florida,South,United States,C00205,Jennifer Braxton,Corporate,L00349,Boston 16801 Nautilus Battery Pencil Sharpener,Boston,Art,Office Supplies,CA-2013-165316,2013/7/24,2013/7/28,Standard Class,CA-2013-165316-L00349,0.2,2,3,35
94122,San Francisco,California,West,United States,C00194,Rob Williams,Corporate,L00861,Hoover Shoulder Vac Commercial Portable Vacuum,Hoover,Appliances,Office Supplies,CA-2013-112585,2013/7/31,2013/8/3,First Class,CA-2013-112585-L00861,0,2,179,716
53214,West Allis,Wisconsin,Central,United States,C00162,Theresa Swint,Corporate,L01222,OSullivan Living Dimensions 2-Shelf Bookcases,O'Sullivan,Bookcases,Furniture,CA-2013-156251,2013/8/14,2013/8/19,Second Class,CA-2013-156251-L01222,0,2,24,242
43229,Columbus,Ohio,East,United States,C00701,Craig Reiter,Consumer,L01574,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Tripp Lite,Appliances,Office Supplies,CA-2013-137239,2013/8/23,2013/8/29,Standard Class,CA-2013-137239-L01574,0.2,2,9,114
98103,Seattle,Washington,West,United States,C00038,Sanjit Jacobs,Home Office,L00789,Harbour Creations 67200 Series Stacking Chairs,Other,Chairs,Furniture,CA-2013-159730,2013/9/18,2013/9/22,Standard Class,CA-2013-159730-L00789,0.2,2,10,114
94122,San Francisco,California,West,United States,C00080,Frank Hawley,Corporate,L00247,Avery Heavy-Duty EZD Binder With Locking Rings,Avery,Binders,Office Supplies,CA-2013-168557,2013/9/20,2013/9/24,Standard Class,CA-2013-168557-L00247,0.2,2,3,9
95123,San Jose,California,West,United States,C00124,Logan Haushalter,Consumer,L00789,Harbour Creations 67200 Series Stacking Chairs,Other,Chairs,Furniture,CA-2013-144092,2013/11/6,2013/11/8,Second Class,CA-2013-144092-L00789,0.2,2,10,114
98661,Vancouver,Washington,West,United States,C00100,Frank Merwin,Home Office,L00349,Boston 16801 Nautilus Battery Pencil Sharpener,Boston,Art,Office Supplies,CA-2013-155488,2013/11/14,2013/11/18,Standard Class,CA-2013-155488-L00349,0,2,11,44
95037,Morgan Hill,California,West,United States,C00090,Roger Demir,Consumer,L01222,OSullivan Living Dimensions 2-Shelf Bookcases,O'Sullivan,Bookcases,Furniture,CA-2013-149762,2013/12/4,2013/12/8,Standard Class,CA-2013-149762-L01222,0.2,2,-12,206
47374,Richmond,Indiana,Central,United States,C00342,Hallie Redmond,Home Office,L00484,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",DAX,Furnishings,Furniture,CA-2014-113278,2014/1/15,2014/1/21,Standard Class,CA-2014-113278-L00484,0,2,9,19
77070,Houston,Texas,Central,United States,C00467,Tom Prescott,Consumer,L01327,Razer Kraken PRO Over Ear PC and Music Headset,Razer,Accessories,Technology,CA-2014-118773,2014/2/10,2014/2/15,Standard Class,CA-2014-118773-L01327,0.2,2,16,128
77070,Houston,Texas,Central,United States,C00105,Caroline Jumper,Consumer,L00756,"Global Leather & Oak Executive Chair, Burgundy",Global,Chairs,Furniture,CA-2014-144491,2014/3/28,2014/4/2,Standard Class,CA-2014-144491-L00756,0.3,2,-66,211
10009,New York City,New York,East,United States,C00132,Darrin Sayre,Home Office,L00990,LG Electronics Tone+ HBS-730 Bluetooth Headset,LG,Phones,Technology,CA-2014-144848,2014/4/5,2014/4/6,First Class,CA-2014-144848-L00990,0,2,33,119
32303,Tallahassee,Florida,South,United States,C00058,Patrick O'Brill,Consumer,L00904,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11, Case",Other,Paper,Office Supplies,CA-2014-129021,2014/8/24,2014/8/27,Second Class,CA-2014-129021-L00904,0.2,2,15,50
30328,Sandy Springs,Georgia,South,United States,C00148,Karen Ferguson,Home Office,L01277,Plantronics Encore H101 Dual Earpieces?eadset,Plantronics,Phones,Technology,US-2014-132675,2014/9/25,2014/9/29,Standard Class,US-2014-132675-L01277,0,2,25,90
90049,Los Angeles,California,West,United States,C00516,Bradley Talbott,Home Office,L01327,Razer Kraken PRO Over Ear PC and Music Headset,Razer,Accessories,Technology,CA-2014-123029,2014/10/1,2014/10/3,Second Class,CA-2014-123029-L01327,0,2,48,160
2886,Warwick,Rhode Island,East,United States,C00074,Saphhira Shifley,Corporate,L00014,2300 Heavy-Duty Transfer File Systems by Perma,Other,Storage,Office Supplies,CA-2014-165603,2014/10/18,2014/10/20,Second Class,CA-2014-165603-L00014,0,2,9,50
94110,San Francisco,California,West,United States,C00690,Hilary Holden,Corporate,L00132,Anderson Hickey Conga Table Tops & Accessories,Other,Tables,Furniture,CA-2014-131492,2014/10/20,2014/10/25,Second Class,CA-2014-131492-L00132,0.2,2,-3,24
10024,New York City,New York,East,United States,C00355,Christina DeMoss,Consumer,L00789,Harbour Creations 67200 Series Stacking Chairs,Other,Chairs,Furniture,CA-2014-102925,2014/11/6,2014/11/11,Second Class,CA-2014-102925-L00789,0.1,2,24,128
90008,Los Angeles,California,West,United States,C00061,Maria Etezadi,Home Office,L00756,"Global Leather & Oak Executive Chair, Burgundy",Global,Chairs,Furniture,CA-2014-137624,2014/11/11,2014/11/18,Standard Class,CA-2014-137624-L00756,0.2,2,-36,241
85301,Glendale,Arizona,West,United States,C00081,Eugene Moren,Home Office,L00789,Harbour Creations 67200 Series Stacking Chairs,Other,Chairs,Furniture,CA-2014-134915,2014/11/13,2014/11/13,Same Day,CA-2014-134915-L00789,0.2,2,10,114
11572,Oceanside,New York,East,United States,C00504,Duane Benoit,Consumer,L00484,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",DAX,Furnishings,Furniture,CA-2014-105886,2014/12/19,2014/12/24,Standard Class,CA-2014-105886-L00484,0,2,9,19
90278,Redondo Beach,California,West,United States,C00591,Kean Nguyen,Corporate,L01222,OSullivan Living Dimensions 2-Shelf Bookcases,O'Sullivan,Bookcases,Furniture,CA-2011-154599,2011/4/12,2011/4/17,Standard Class,CA-2011-154599-L01222,0.2,3,-18,308
6824,Fairfield,Connecticut,East,United States,C00067,Christine Sundaresam,Consumer,L01308,Premium Transparent Presentation Covers by GBC,Other,Binders,Office Supplies,CA-2011-141005,2011/8/15,2011/8/18,First Class,CA-2011-141005-L01308,0,3,30,63
97477,Springfield,Oregon,West,United States,C00042,Joseph Airdo,Consumer,L00346,Boston 16701 Slimline Battery Pencil Sharpener,Boston,Art,Office Supplies,CA-2011-131947,2011/9/17,2011/9/22,Standard Class,CA-2011-131947-L00346,0.2,3,5,38
21044,Columbia,Maryland,East,United States,C00449,Duane Noonan,Consumer,L01222,OSullivan Living Dimensions 2-Shelf Bookcases,O'Sullivan,Bookcases,Furniture,CA-2011-166744,2011/9/20,2011/9/24,Standard Class,CA-2011-166744-L01222,0,3,36,363
10011,New York City,New York,East,United States,C00532,Sara Luxemburg,Home Office,L00349,Boston 16801 Nautilus Battery Pencil Sharpener,Boston,Art,Office Supplies,CA-2011-124513,2011/9/21,2011/9/25,Standard Class,CA-2011-124513-L00349,0,3,17,66
97206,Portland,Oregon,West,United States,C00145,Natalie DeCherney,Consumer,L01283,Plantronics Voyager Pro HD - Bluetooth Headset,Plantronics,Phones,Technology,CA-2011-148915,2011/11/1,2011/11/5,Standard Class,CA-2011-148915-L01283,0.2,3,55,156
31907,Columbus,Georgia,South,United States,C00415,Roy Franzosisch,Consumer,L01498,Stanley Contemporary Battery Pencil Sharpeners,Stanley,Art,Office Supplies,CA-2011-123925,2011/12/17,2011/12/19,Second Class,CA-2011-123925-L01498,0,3,11,40
10035,New York City,New York,East,United States,C00055,Suzanne McNair,Corporate,L00789,Harbour Creations 67200 Series Stacking Chairs,Other,Chairs,Furniture,CA-2011-163412,2011/12/20,2011/12/23,Second Class,CA-2011-163412-L00789,0.1,3,36,192
43615,Toledo,Ohio,East,United States,C00565,Cindy Schnelling,Corporate,L00990,LG Electronics Tone+ HBS-730 Bluetooth Headset,LG,Phones,Technology,CA-2012-128608,2012/1/12,2012/1/17,Standard Class,CA-2012-128608-L00990,0.4,3,-21,107
11520,Freeport,New York,East,United States,C00064,Karl Braun,Consumer,L00346,Boston 16701 Slimline Battery Pencil Sharpener,Boston,Art,Office Supplies,CA-2012-131758,2012/5/28,2012/6/1,Standard Class,CA-2012-131758-L00346,0,3,14,48
10011,New York City,New York,East,United States,C00333,Marc Crier,Consumer,L00132,Anderson Hickey Conga Table Tops & Accessories,Other,Tables,Furniture,CA-2012-105599,2012/9/7,2012/9/7,Same Day,CA-2012-105599-L00132,0.4,3,-14,27
19134,Philadelphia,Pennsylvania,East,United States,C00176,Julie Kriz,Home Office,L00482,"DataProducts Ampli Magnifier Task Lamp, Black,",Other,Furnishings,Furniture,CA-2012-134859,2012/10/4,2012/10/9,Standard Class,CA-2012-134859-L00482,0.2,3,6,65
93101,Santa Barbara,California,West,United States,C00174,Katherine Nockton,Corporate,L00756,"Global Leather & Oak Executive Chair, Burgundy",Global,Chairs,Furniture,CA-2012-132388,2012/10/10,2012/10/12,First Class,CA-2012-132388-L00756,0.2,3,-54,362
92105,San Diego,California,West,United States,C00276,Liz Thompson,Consumer,L01223,OSullivan Living Dimensions 3-Shelf Bookcases,O'Sullivan,Bookcases,Furniture,CA-2012-168207,2012/11/2,2012/11/6,Standard Class,CA-2012-168207-L01223,0.2,3,-30,512
33180,Miami,Florida,South,United States,C00219,Sung Shariari,Consumer,L01222,OSullivan Living Dimensions 2-Shelf Bookcases,O'Sullivan,Bookcases,Furniture,CA-2012-163965,2012/11/20,2012/11/27,Standard Class,CA-2012-163965-L01222,0.2,3,-36,290
90049,Los Angeles,California,West,United States,C00021,Clay Ludtke,Consumer,L00014,2300 Heavy-Duty Transfer File Systems by Perma,Other,Storage,Office Supplies,CA-2012-135580,2012/12/30,2013/1/3,Standard Class,CA-2012-135580-L00014,0,3,14,75
47401,Bloomington,Indiana,Central,United States,C00304,Craig Carreira,Consumer,L01277,Plantronics Encore H101 Dual Earpieces?eadset,Plantronics,Phones,Technology,CA-2013-167759,2013/3/4,2013/3/9,Second Class,CA-2013-167759-L01277,0,3,38,135
44105,Cleveland,Ohio,East,United States,C00153,Dan Campbell,Consumer,L01223,OSullivan Living Dimensions 3-Shelf Bookcases,O'Sullivan,Bookcases,Furniture,CA-2013-130911,2013/3/25,2013/3/27,Second Class,CA-2013-130911-L01223,0.5,3,-241,301
10035,New York City,New York,East,United States,C00598,Erica Smith,Consumer,L01327,Razer Kraken PRO Over Ear PC and Music Headset,Razer,Accessories,Technology,CA-2013-127775,2013/6/12,2013/6/14,Second Class,CA-2013-127775-L01327,0,3,72,240
11561,Long Beach,New York,East,United States,C00397,Christy Brittain,Consumer,L00904,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11, Case",Other,Paper,Office Supplies,CA-2013-139941,2013/6/13,2013/6/18,Standard Class,CA-2013-139941-L00904,0,3,42,93
35601,Decatur,Alabama,South,United States,C00072,Stewart Carmichael,Corporate,L00247,Avery Heavy-Duty EZD Binder With Locking Rings,Avery,Binders,Office Supplies,CA-2013-127208,2013/6/13,2013/6/16,First Class,CA-2013-127208-L00247,0,3,8,17
80013,Aurora,Colorado,West,United States,C00330,Max Engle,Consumer,L01308,Premium Transparent Presentation Covers by GBC,Other,Binders,Office Supplies,US-2013-123470,2013/8/16,2013/8/22,Standard Class,US-2013-123470-L01308,0.7,3,-14,19
36608,Mobile,Alabama,South,United States,C00095,Joe Kamberova,Consumer,L01308,Premium Transparent Presentation Covers by GBC,Other,Binders,Office Supplies,CA-2013-108616,2013/9/30,2013/10/4,Standard Class,CA-2013-108616-L01308,0,3,30,63
78041,Laredo,Texas,Central,United States,C00151,Helen Andreada,Consumer,L01327,Razer Kraken PRO Over Ear PC and Music Headset,Razer,Accessories,Technology,CA-2013-154018,2013/10/14,2013/10/20,Standard Class,CA-2013-154018-L01327,0.2,3,24,192
77036,Houston,Texas,Central,United States,C00010,Emily Phan,Consumer,L01308,Premium Transparent Presentation Covers by GBC,Other,Binders,Office Supplies,US-2013-131611,2013/11/6,2013/11/10,Standard Class,US-2013-131611-L01308,0.8,3,-20,13
10024,New York City,New York,East,United States,C00211,Becky Martin,Consumer,L00414,Carina Media Storage Towers in Natural & Black,Carina,Storage,Office Supplies,CA-2013-126004,2013/12/5,2013/12/6,First Class,CA-2013-126004-L00414,0,3,4,183
44105,Cleveland,Ohio,East,United States,C00404,Alice McCarthy,Corporate,L00879,HP Office Recycled Paper (20Lb. and 87 Bright),HP,Paper,Office Supplies,CA-2014-161340,2014/5/29,2014/6/2,Standard Class,CA-2014-161340-L00879,0.2,3,5,14
80022,Commerce City,Colorado,West,United States,C00534,Ryan Akin,Consumer,L00414,Carina Media Storage Towers in Natural & Black,Carina,Storage,Office Supplies,CA-2014-146346,2014/6/18,2014/6/21,First Class,CA-2014-146346-L00414,0.2,3,-33,146
7109,Belleville,New Jersey,East,United States,C00625,Toby Ritter,Consumer,L01327,Razer Kraken PRO Over Ear PC and Music Headset,Razer,Accessories,Technology,CA-2014-101434,2014/6/21,2014/6/28,Standard Class,CA-2014-101434-L01327,0,3,72,240
94109,San Francisco,California,West,United States,C00385,Lisa Ryan,Corporate,L01277,Plantronics Encore H101 Dual Earpieces?eadset,Plantronics,Phones,Technology,CA-2014-119011,2014/8/21,2014/8/26,Standard Class,CA-2014-119011-L01277,0.2,3,11,108
80027,Louisville,Colorado,West,United States,C00741,Sung Chung,Consumer,L00484,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",DAX,Furnishings,Furniture,CA-2014-117646,2014/8/22,2014/8/26,Standard Class,CA-2014-117646-L00484,0.2,3,7,23
10035,New York City,New York,East,United States,C00631,Roger Barcio,Home Office,L01644,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Other,Phones,Technology,CA-2014-152975,2014/9/15,2014/9/17,First Class,CA-2014-152975-L01644,0,3,324,1080
32216,Jacksonville,Florida,South,United States,C00791,Jocasta Rupert,Consumer,L01644,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Other,Phones,Technology,CA-2014-117079,2014/10/24,2014/10/28,Standard Class,CA-2014-117079-L01644,0.2,3,108,864
98103,Seattle,Washington,West,United States,C00068,Chris Cortes,Consumer,L01277,Plantronics Encore H101 Dual Earpieces?eadset,Plantronics,Phones,Technology,US-2014-107888,2014/11/17,2014/11/20,First Class,US-2014-107888-L01277,0.2,3,11,108
45014,Fairfield,Ohio,East,United States,C00768,Larry Tron,Consumer,L00904,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11, Case",Other,Paper,Office Supplies,CA-2014-160031,2014/12/5,2014/12/8,Second Class,CA-2014-160031-L00904,0.2,3,23,74
92024,San Diego,California,West,United States,C00119,Mike Pelletier,Home Office,L00550,"Eldon 400 Class Desk Accessories, Black Carbon",Eldon,Furnishings,Furniture,CA-2014-169859,2014/12/15,2014/12/19,Standard Class,CA-2014-169859-L00550,0,3,11,26
33012,Hialeah,Florida,South,United States,C00649,Jennifer Halladay,Consumer,L00550,"Eldon 400 Class Desk Accessories, Black Carbon",Eldon,Furnishings,Furniture,CA-2014-105620,2014/12/26,2014/12/29,First Class,CA-2014-105620-L00550,0.2,3,6,21
94122,San Francisco,California,West,United States,C00107,Brian Dahlen,Consumer,L00247,Avery Heavy-Duty EZD Binder With Locking Rings,Avery,Binders,Office Supplies,US-2011-164406,2011/8/15,2011/8/19,Standard Class,US-2011-164406-L00247,0.2,4,6,18
97224,Tigard,Oregon,West,United States,C00059,Natalie Webber,Consumer,L00941,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Jawbone,Phones,Technology,CA-2011-168984,2011/11/26,2011/12/2,Standard Class,CA-2011-168984-L00941,0.2,4,-88,438
77590,Texas City,Texas,Central,United States,C00743,Paul MacIntyre,Consumer,L00789,Harbour Creations 67200 Series Stacking Chairs,Other,Chairs,Furniture,CA-2012-141250,2012/1/19,2012/1/23,Standard Class,CA-2012-141250-L00789,0.3,4,-9,199
32216,Jacksonville,Florida,South,United States,C00313,Tracy Hopkins,Home Office,L01327,Razer Kraken PRO Over Ear PC and Music Headset,Razer,Accessories,Technology,CA-2012-100769,2012/5/16,2012/5/16,Same Day,CA-2012-100769-L01327,0.2,4,32,256
